,id,text,time stamp
939,@tokyotech_en,Message from Tokyo Tech community to people affected by Noto Peninsula Earthquake The Tokyo Tech community would like to offer its deepest condolences to all those affected by the powerful earthquake that struck the Noto Peninsula and other regions...,04-01-2024
962,@AI_Fukuzawa,Ishikawa Noto Peninsula Earthquake Landslides and Shortages in Wajima City,04-01-2024
1002,@AndyVermaut,Andy Vermaut sharesJapan earthquake Rescuers race to find survivors after critical -hour survival window Rescuers in the Noto peninsula of Japan - where a . magnitude earthquake hit on New Years Day - are racing against time in their... Thank you.,04-01-2024
35,@UHN_Plus,"DATO CURIOSO El terremoto en la Peninsula de Noto, Japon, provoco un desplazamiento costero de hasta metros en algunos lugares, debido al notable levantamiento del terreno.",05-01-2024
108,@CHN_WLens,"China Speed! China Power! On December , a magnitude . earthquake struck Gansu Province, China. On January , a magnitude . earthquake struck off the coast of Noto Peninsula, Japan. Below is a comparison between the earthquake relief efforts of China and Japan.",05-01-2024
120,@pokejungle,"The Pokemon Company is donating million yen , USD to the Japanese Red Cross Society for relief efforts helping victims of the January Noto Peninsula earthquake in Japan.",05-01-2024
164,@AvgAsianJoe248,"Japan Earthquake update JAN , . Japanese rescuers race to find survivors as quake death toll rises to . Scale of damage to roads and poor weather hamper relief efforts, three days after quake off Noto Peninsula.",05-01-2024
177,@Nomura,Nomura announces we will donate million yen to support relief efforts in areas affected by the recent earthquake that struck Japans Noto Peninsula. Nomura extends its deepest condolences to the victims and their families and we pray for a swift recovery from this disaster.,05-01-2024
199,@oE0jYYkUJ8lgJCk,"Japans emergency is Taiwans emergency-On the th, Taiwanese Foreign Minister Wu announced a donation of million yen to Japan for rescue and relief efforts following the Noto Peninsula earthquake. An account for general donations has also been opened.",05-01-2024
239,@Z5RCv6M83RfpvJ0,"Noto Peninsula Earthquake - Expanding damage situation - dead in Ishikawa Prefecture - Names of people whose safety is unknown announced - The arrival of the Self-Defense Forces hastened the operation of rescue dogs and relief supplies, but it has been difficult -",05-01-2024
258,@DE_ED_62,"Reiwa th Noto Peninsula Earthquake This is a rescue operation in Wajima City, Ishikawa Prefecture, carried out by the emergency fire assistance team on January th.",05-01-2024
266,@NavantiGroup,"After a . magnitude earthquake on New Years Day in Japans Noto, which also triggered a small tsunami, rescue operations are in full swing to locate missing individuals. Many of the missing are presumed to be trapped in Suzu and Wajima.",05-01-2024
716,@UTokyo_News_en,Notice On the Noto region earthquake Message from the President,05-01-2024
726,@VOANews,"Firefighters search for missing people at the site of a collapsed house in the city of Wajima, after a major . magnitude earthquake struck the Noto region in Ishikawa prefecture on New Years Day.",05-01-2024
731,@transitions0101,SMILE-UP. announced that it will be donating million yen to support the people and region affected by the Noto Peninsula Earthquake. The company stated that it will continue to carry out Smile Up ! Project activities.,05-01-2024
821,@Milan8320,"As rain fell sluggishly down, the architectural integrity of each block crumbled with collapsed houses dotting the landscape in the Japanese city of Wajima, only km away from the epicenter when a series of strong earthquakes on Monday rocked the Noto region of Ishikawa.",05-01-2024
823,@ChinaDaily,"As rain fell sluggishly down, the architectural integrity of each block crumbled with collapsed houses dotting the landscape in the Japanese city of Wajima, only km away from the epicenter when a series of strong earthquakes on Monday rocked the Noto region of Ishikawa.",05-01-2024
836,@BEFIRSTupdates,"RYOKI Info After tweeting about providing supplies to the zone affected by the Noto earthquake on Jan. , RYOKI was seen visiting the evacuation shelters in Nanao city, Ishikawa prefecture about km from the epicenter to deliver the relief supplies himself! RYOKI",05-01-2024
892,@wni_jp,Replying to,05-01-2024
894,@osaka_univ_e,News The Noto Peninsula Earthquake Info for Affected Students,05-01-2024
898,@ActionIntell,"On January , Canon, Ricoh, and Toshiba Tec each issued announcements about the Noto Peninsula earthquakeCanon and Toshiba Tec to offer some help and Ricoh to report on the status of its operations in the region. earthquake News BusinessNews Trending",05-01-2024
905,@cover_corp,Replying to,05-01-2024
920,@osaka_univ_e,"News Financial support for students who suffered damages due to Noto Peninsula earthquake beginning on January ,",05-01-2024
946,@claimspages,". Billion Estimated Insured Losses in Japans Noto Peninsula Earthquake The Noto Peninsula Earthquake, a magnitude . seismic event off Honshus west coast, has resulted in estimated... Catastrophe Property Marine RiskManagement Claims",05-01-2024
1001,@DKReactors,Noto Peninsula Earthquake Moment of the rescue of survivors!,05-01-2024
1022,@robintlewis,How to help survivors of the Noto Peninsula Earthquake in Japan Heres a list of organisations responding to the st January earthquake that are accepting international donations and sharing English-language updates NotoPeninsula Ishikawa,05-01-2024
1067,@businesswisehub,"In the aftermath of a devastating New Years Day earthquake in Japans remote Noto peninsula, the race to find missing individuals continues, marking the end of a critical -hour period for potential survivors.",05-01-2024
1,@mondoterremoti,"Utilizzando i dati preliminari dellUSGS, e riuscito a produrre una prima simulazione della propagazione delle onde di tsunami che si sono formate in seguito al violento terremoto di lunedi sulla penisola di Noto, in Giappone.",06-01-2024
57,@NHKWORLD_News,A study shows the earthquake that struck Japans Noto Peninsula on Monday has expanded the coastline in the area by up to meters.,06-01-2024
101,@mrjeffu,"ANN reports on the situation at evacuation centers at Notojima, days after the earthquake theyre eating food from evacuees homes, not the government evacuees have to travel across dangerous roads to local government hubs to get supplies themselves",06-01-2024
125,@Ryo_Saeba_3,"Alors que le seisme de Noto a atteint aujourdhui la barre des morts avec personnes toujours disparues et quil faut souligner le travail admirable des secours, il y a aussi des rapports de pillage et des refuges qui refusent lentree ou la nourriture aux etrangers",06-01-2024
158,@HiiragiYuu_Vt,Animated Afternoon Tea Assets Kawanina-san has generously announced that all profits minus BOOTHs handling fee of . made through this BOOTH listing before January st will be donated to relief efforts for the earthquake that hit the Noto Peninsula on New Years Day,06-01-2024
170,@NinReportersEN,"The Pokemon Companys Humanitarian Efforts Million Yen Donation for Noto Peninsula Earthquake Relief Summary In response to the recent Noto Peninsula Earthquake, the Pokemon Compa... Link",06-01-2024
189,@TokyoElectronUS,"TEL extends its deepest sympathy to those affected by the earthquake that struck the Noto Peninsula, Ishikawa Prefecture in Japan. We have donated million yen to support relief efforts for affected communities and hope for a quick recovery.",06-01-2024
194,@GhadaFathiWaly,"My thoughts prayers are with all those affected by the tragic earthquake in Japan on New Years Day. I extend my condolences to the people of Japan commend the heroic rescue efforts of relief workers in Wajima, Suzu and Noto to save lives, help the injured find the missing.",06-01-2024
278,@Rainmaker1973,The power of the M. earthquake in Japan can be seen in just how much the ground moved in the Noto peninsula. It rose up by more than meters ft in places and moved sideways by over a metre. Geospatial Information Authority of Japan GSI,06-01-2024
287,@Cecalli_Helper,"Even though the building met the new standards, damage accumulated during the earthquake swarm that continued for about three years may have led to its collapse. infrastructure security design policy Noto Japan",06-01-2024
524,@colecameron,"An elderly woman has been rescued tonight, hours after the earthquake occurred in Japans Ishikawa Prefecture on Monday. She was found trapped in a collapsed house in Suzu City. Her survival is a miracle. This footage is from The Chunichi Shimbun. Watch .",06-01-2024
671,@kawataru_j,"M. earthquake - on Japanese shindo scale Ishikawa pref, Noto region JST January No tsunami warning issued earthquake tsunami Ishikawa Japan",06-01-2024
679,@kawataru_j,"M. earthquake on Japanese shindo scale Ishikawa pref, Noto region JST January No tsunami warning issued earthquake tsunami Ishikawa Japan",06-01-2024
845,@freenodofree,"Around on Saturday, January , there was an earthquake with a maximum seismic intensity of just over in Ishikawa Prefecture. The epicenter is in the Noto region of Ishikawa Prefecture, where the depth of the epicenter is about km, and the magnitude of the earthquake is",06-01-2024
890,@Horizonnews07,"Japan Earthquake Death toll in massive earthquake rises to , water supply also disrupted at many places Noto Peninsula Earthquake Debris and broken roads have increased the challenges for rescue teams in search and rescue operations.",06-01-2024
901,@calioops,Report Noto Peninsula Earthquake News Press Releases SECOND HARVEST Japan,06-01-2024
913,@peace_boat,Initial Response Report Ishikawa Noto Peninsula Earthquake Emergency Relief Underway We seek your continued cooperation to help us support those facing challenging conditions.,06-01-2024
922,@chis2023,"LIVELatest Weather and Earthquake Information Friday, January , Reiwa Noto Peninsula Earthquake Information Weather News LiVE Evening",06-01-2024
958,@airnewsalerts,"A study shows that the earthquake that struck Japans Noto Peninsula on January , has expanded the coastline in the area by up to meters. An investigative team led by Associate Professor Gotou Hideaki from Hiroshima Universitys graduate school studied the ground Show more",06-01-2024
989,@mrjeffu,"Breaking An elderly woman has been rescued from an collapsed house in Suzu City, hours after Mondays earthquake.",06-01-2024
1006,@jjwalsh,Informative and Helpful article by the founder of Social Innovation Japan and Robin Lewis about helping with the most recent earthquake in Japan How to help survivors of the Noto Peninsula Earthquake in Japan by,06-01-2024
1027,@mrjeffu,"From TBS An Indian woman cooked chicken curry for people in Japans earthquake-hit Noto Peninsula. It looks like many of these elderly residents of Himi City had never eaten Indian-style curry before, but they were very happy and grateful.",06-01-2024
95,@mrjeffu,Thread TBS aired a report yesterday about the earthquake relief in the Noto Peninsula A veteran rescue worker from ARROWS was surprised at the very slow response from the Japanese government. Normally supplies and personnel arrive sooner.,07-01-2024
96,@mrjeffu,Its snowing in Wajima and other areas of the earthquake-hit Noto Peninsula today. This will probably further complicate the attempts to bring foodwater to evacuees.,07-01-2024
109,@MelindaJoe,It was heartening to see so many people turn out for the Onigiri for Noto event hosted by Narisawa and Wagyumafia yesterday. All proceeds were donated to relief efforts to help victims of the earthquake.,07-01-2024
124,@mrjeffu,Peace Winds Japan has shared a video of yesterdays rescue of an elderly woman from a collapsed house in Suzu hours after the Noto Peninsula Earthquake.,07-01-2024
159,@NHKWORLD_News,"On day seven after the massive earthquake in central Japan, many evacuees are still in need of relief supplies and running water. Efforts are being made to send mobile flush lavatories to evacuation centers. Noto quake",07-01-2024
187,@RecordGBA,"At least , people were still stranded in Ishikawa Prefecture on Sunday as snow and sleet hampered rescue and relief efforts, and roads were cut off due to the Noto Peninsula earthquake, Kyodo News reported. The disaster claimed at least lives as of",07-01-2024
201,@quirkyblock,The Pokemon Company donates M yen to support Noto Peninsula earthquake relief efforts. A generous contribution in times of need. bitcoin cryptonews donations followforcryptonews,07-01-2024
664,@kamogawayuka,"Yuka NFT ART CHARITY On January , , a strong earthquake with a magnitude of . struck the Noto region in Ishikawa Prefecture. My heartfelt sympathies go out to all affected. The situation in the disaster area is becoming increasingly severe each day. The quakes",07-01-2024
691,@theomakaseshow,"Support our RESONANCE artist, and her incredible initiative to assist fellow citizens in Japan who have been impacted by the devastating earthquake in the Noto region. The proceeds from the sales will contribute to the ongoing rescue efforts. Our deepest",07-01-2024
708,@rosejade_eth,Please take a moment to read Yukas post. She has created a charity piece to help those affected by the earthquake in the Noto region in Japan. Her heart matches her talent. Ive minted a piece with prayers and solidarity in mind.,07-01-2024
756,@News_Kenya,Another quake jolts Japans Noto region Over people were killed in an earlier earthquake last week. - Kenya breaking news Kenya news today,07-01-2024
830,@girlie_mac,"A harbor seal and dolphins from the Noto peninsula epicenter are at a safe place in Fukui now. Phew. I started hearing about more non-critical news from there finally, which is a good sign.",07-01-2024
846,@LarryRo71439723,"The adverse weather on the Noto peninsula continued to ______ survivors at the epicenter of the magnitude . quake that left more than , homeless and cut power to tens of thousands of residences and businesses.",07-01-2024
856,@karma_is_a_kat,"Noto Peninsula, the epicenter of last weeks devastating earthquake in Japan, is a beautiful place. I spent three weeks there in and met so many sweet people. Im so broken up about it.",07-01-2024
908,@mitui_mitubisi,Replying to,07-01-2024
983,@0iSakura,"Hoje idosa de anos foi resgatada depois de dias do terremoto, mortos, desaparecidos, mil pessoas em abrigos, os terremotos diminuiram a intensidade tremores secundarios pos grande tremor mas ainda persistem na aera, chuva de granizo, previsao de neve... Caos. Show more",07-01-2024
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
