text,date,processed_text
" Please can Rees-Mogg donate 20M, Rishi donate 20M, Boris 10M, and the other seniors 5M each, do the Christian thing, it’s not like you will miss the money? Donate to Turkey quake please.   ",2023-02-06 20:41:01+00:00, please can rees mogg donate rishi donate boris and the other seniors each do the christian thing it not like you will miss the money donate to turkey quake please 
HATAY   ,2023-02-06 20:41:02+00:00,hatay 
 Help pls ,2023-02-06 20:41:04+00:00, help pls 
HATAY        ,2023-02-06 20:41:13+00:00,hatay 
THANK YOU WORLD!!! 😭❤️🙏🏻  ,2023-02-06 20:41:13+00:00,thank you world 
"Dr Colbert Mukwevho~Nda Mu Fara, one of the greatest in our lifetime.             ",2023-02-06 20:41:15+00:00,dr colbert mukwevho nda mu fara one of the greatest in our lifetime 
"A 7-day national mourning was announced in  today.  TV channels also stopped entertainment shows in sign of solidarity, according to media reports      ",2023-02-06 20:41:15+00:00, day national mourning was announced in today tv channels also stopped entertainment shows in sign of solidarity according to media reports 
"Three days ago  said that Sooner or later there will be a ~M 7.5  in this region (South-Central  Jordan, Syria, Lebanon).  .But  did not have time to heed these warnings because he was too busy with his threatening the West 🤔 ",2023-02-06 20:41:29+00:00,three days ago said that sooner or later there will be in this region south central jordan syria lebanon but did not have time to heed these warnings because he was too busy with his threatening the west 
bro and sis this is horrible earthquake ever and they needs help we should pray for türkiye. please god save our brother country 🇰🇷🇹🇷🙏 ,2023-02-06 20:41:30+00:00,bro and sis this is horrible earthquake ever and they needs help we should pray for türkiye please god save our brother country 
My husbands family missing. Where is the help for Antakya? Where is the news coverage from Antakya?         ,2023-02-06 20:41:34+00:00,my husbands family missing where is the help for antakya where is the news coverage from antakya 
"Sindh provincial government has decided to donate 100,000 tents for the victims of the devastating earthquake in Turkiye😰😰😰😰      ",2023-02-06 20:41:36+00:00,sindh provincial government has decided to donate tents for the victims of the devastating earthquake in turkiye 
Hello  &amp;    We need all the help and support on a global scale for the big earthquake disaster in our country. We look forward to your support in this difficult time. Thank you 🙏  ,2023-02-06 20:41:38+00:00,hello amp we need all the help and support on global scale for the big earthquake disaster in our country we look forward to your support in this difficult time thank you 
⚠Preliminary info: M5.0  ( about 30 km NW of  ( 3 min ago (local time 23:38:10). Updates at:📱🌐🖥 ,2023-02-06 20:41:38+00:00, preliminary info about km nw of min ago local time smile updates at 
"As we mourn the loss of those who have passed in the earthquake in Turkey, we turn to Allah for comfort and solace. May Allah grant their souls the highest place in Jannah and bring ease to their loved ones.  ",2023-02-06 20:41:39+00:00,as we mourn the loss of those who have passed in the earthquake in turkey we turn to allah for comfort and solace may allah grant their souls the highest place in jannah and bring ease to their loved ones 
My prayers are with the people of Turkey ,2023-02-06 20:41:44+00:00,my prayers are with the people of turkey 
Dua for Turkey and Syria. Please join and rt and pray for those affected     ,2023-02-06 20:41:47+00:00,dua for turkey and syria please join and rt and pray for those affected 
"Footage of the earthquake in central TurkeyNew tremors have been felt in Damascus, Latakia, and several other Syrian provinces, Syrian media report. ",2023-02-06 20:41:47+00:00,footage of the earthquake in central turkeynew tremors have been felt in damascus latakia and several other syrian provinces syrian media report 
 God bless Turkey,2023-02-06 20:42:00+00:00, god bless turkey
"Is sad the world is witnessing another devastating earthquakes in Türkey &amp; Syria. My heartfelt condolences, thought and prayers with the family of the victims.Another reminder and wake up call to take action against climate change. ACT NOW!  ",2023-02-06 20:42:01+00:00,is sad the world is witnessing another devastating earthquakes in türkey amp syria my heartfelt condolences thought and prayers with the family of the victims another reminder and wake up call to take action against climate change act now 
 ( M5.0 strikes 64 km NW of  ( 28 min ago. More info: ,2023-02-06 20:42:08+00:00, strikes km nw of min ago more info 
1 hatay      ,2023-02-06 20:42:14+00:00, hatay 
 ( confirmed by seismic data.⚠Preliminary info: M5.0 || 26 km NW of  ( || 4 min ago (local time 23:38:10). Follow the thread for the updates👇 ,2023-02-06 20:42:19+00:00, confirmed by seismic data preliminary info km nw of min ago local time smile follow the thread for the updates 
Turkey and Syria are helping us what during Yolanda typhoon in the Philippines. And I'm waiting my country 's response.   p,2023-02-06 20:42:29+00:00,turkey and syria are helping us what during yolanda typhoon in the philippines and waiting my country response 
"I'm so afraid, but I think this will be much more devastating than we are even seeing , unraveling before our eyes.Watching building collapse onto brave, heroic rescuers is just tragic.How can we not feel for our fellow human   ",2023-02-06 20:42:30+00:00, so afraid but think this will be much more devastating than we are even seeing unraveling before our eyes watching building collapse onto brave heroic rescuers is just tragic how can we not feel for our fellow human 
US President Biden called President Erdogan by phone and conveyed her condolences for those who lost their lives in the earthquake and wished the injured a recovery.      ,2023-02-06 20:42:31+00:00,us president biden called president erdogan by phone and conveyed her condolences for those who lost their lives in the earthquake and wished the injured recovery 
"🚨BREAKING - As many as 20,000 people may have died in Turkey-Syria quake, WHO estimates     ",2023-02-06 20:42:36+00:00, breaking as many as people may have died in turkey syria quake who estimates 
"One of Türkiye's bus ticket agencies,   lowered the price of their bus tickets to Kahramanmaraş to only 10 TL, in solidarity after the deadly earthquakes hit the city. This is just beautiful🇹🇷  ",2023-02-06 20:42:50+00:00,one of türkiye bus ticket agencies lowered the price of their bus tickets to kahramanmaraş to only tl in solidarity after the deadly earthquakes hit the city this is just beautiful 
🔔 ( M5.0 occurred 6 km W of  ( 29 min ago (local time 23:14:11). More info at:📱🌐🖥 ,2023-02-06 20:42:53+00:00, occurred km of min ago local time smile more info at 
🔴  Turkish media: a new death toll has reached 2316.    ,2023-02-06 20:42:54+00:00, turkish media new death toll has reached 
    We are experiencing the same pain again.. Seeing children die.. When will this suffering end😔 ,2023-02-06 20:42:54+00:00, we are experiencing the same pain again seeing children die when will this suffering end 
Wow. This is horrific. My thoughts are with those who have been caught up in the earthquake in Turkey and Syria.  ,2023-02-06 20:43:01+00:00,wow this is horrific my thoughts are with those who have been caught up in the earthquake in turkey and syria 
 ( M5.0 strikes 74 km W of  ( 5 min ago. More info: ,2023-02-06 20:43:06+00:00, strikes km of min ago more info 
More aids are coming:- USAF Boeing C-17- RAF Boeing C-17- RAF Airbus A400M- Spanish Air Force A400M  ,2023-02-06 20:43:06+00:00,more aids are coming usaf boeing raf boeing raf airbus spanish air force 
"  Dear  What is the  effect in the earthquake that took place in Turkey, do you think it was an American warship that triggered this seismic attack? I really care about your opinion on this matter, thank you.   ",2023-02-06 20:43:10+00:00, dear what is the effect in the earthquake that took place in turkey do you think it was an american warship that triggered this seismic attack really care about your opinion on this matter thank you 
🔴  is on the ground in  and  🔴Please help us to save livesDonate now: Set up a fundraising page:     ,2023-02-06 20:43:26+00:00, is on the ground in and please help us to save livesdonate now set up fundraising page 
"Dear all,You all heard about the devastating earthquake that hit Turkey, Syria and many countries and cities in the region.   If you would like to help, I will share the best place I know of ",2023-02-06 20:43:30+00:00,dear all you all heard about the devastating earthquake that hit turkey syria and many countries and cities in the region if you would like to help will share the best place know of 
Let your soul speak🏊      ,2023-02-06 20:43:34+00:00,let your soul speak 
Pray For Turkey &amp; Siria ! 🙏🏻 |  ,2023-02-06 20:43:46+00:00,pray for turkey amp siria 
"After the 7.6 and 7.7 magnitude earthquakes in  in addition to search and rescue efforts, heating and shelter needs should be met. The night will be difficult for the unfortunate people, especially the children.  ",2023-02-06 20:43:50+00:00,after the and magnitude earthquakes in in addition to search and rescue efforts heating and shelter needs should be met the night will be difficult for the unfortunate people especially the children 
  God bless Turkey ,2023-02-06 20:44:05+00:00, god bless turkey 
"The street which lies at the epicenter of the earthquake in Turkey's province Kahramanmaras, according to local media ",2023-02-06 20:44:09+00:00,the street which lies at the epicenter of the earthquake in turkey province kahramanmaras according to local media 
 God bless Turkey ,2023-02-06 20:44:14+00:00, god bless turkey 
New shots of people rescued in Turkey: several people were pulled out from under the rubble of a building in the city of Gaziantep.       ,2023-02-06 20:44:16+00:00,new shots of people rescued in turkey several people were pulled out from under the rubble of building in the city of gaziantep 
"Breaking News: According to  Hatayspor &amp; former Black Stars forward, C. Atsu has been found by the search team after the earthquake that rocked Turkey.   Pray for Christian Atsu        ",2023-02-06 20:44:22+00:00,breaking news according to hatayspor amp former black stars forward atsu has been found by the search team after the earthquake that rocked turkey pray for christian atsu 
"Sending love and hope that as many people as possible can be found and recovered from the terrifying earthquake in Turkey and Syria. What a terrible thing to have happened, my heart goes out to you all. Bless you all. ",2023-02-06 20:44:33+00:00,sending love and hope that as many people as possible can be found and recovered from the terrifying earthquake in turkey and syria what terrible thing to have happened my heart goes out to you all bless you all 
" God Is with you, you will be just fine and testify to His goodness and mercies 🤲🏽🇹🇷    ",2023-02-06 20:44:36+00:00, god is with you you will be just fine and testify to his goodness and mercies 
Is this what the taxpayers are forking out to legal firms such as VZLR absolutely ridiculous note when this was         ,2023-02-06 20:44:37+00:00,is this what the taxpayers are forking out to legal firms such as vzlr absolutely ridiculous note when this was 
"O Allah help our brothers in Turkey🙏O Allah, have mercy on them🙏🙏O Allah stop this danger from them🙏🙏              ",2023-02-06 20:44:39+00:00, allah help our brothers in turkey allah have mercy on them allah stop this danger from them 
"My dear friends  are once again going to the place they are needed the most. They are a bold, brilliant and deeply compassionate group of people. Please support them in any way you can. ",2023-02-06 20:44:44+00:00,my dear friends are once again going to the place they are needed the most they are bold brilliant and deeply compassionate group of people please support them in any way you can 
I can't sleepMy heart is achingMy tears flowed like floodI'm sitting here and praying for youMy brothers &amp; sisters in Turkey &amp; Syria!          ,2023-02-06 20:44:51+00:00, can sleepmy heart is achingmy tears flowed like floodi sitting here and praying for youmy brothers amp sisters in turkey amp syria 
"Dear Lord Jesus, on behalf of us 31 some million Ghanaians, I say a trillion thank you for the life of   Please help him and the thousands still undergoing medical treatment recover fully. Heal the sick, and comfort all those who lost loves ones ",2023-02-06 20:45:04+00:00,dear lord jesus on behalf of us some million ghanaians say trillion thank you for the life of please help him and the thousands still undergoing medical treatment recover fully heal the sick and comfort all those who lost loves ones 
 ( M3.3 strikes 25 km N of  ( 10 min ago. More info: ,2023-02-06 20:45:07+00:00, strikes km of min ago more info 
    🥲To everyone watching this video 😭😭 ,2023-02-06 20:45:08+00:00, to everyone watching this video 
 Aw  to our   and  for helping those affected by the  and working with the Volunteers in  ♥️ This warms my heart. 🤗Have a safe journey. 🤲🏾🙏🏾,2023-02-06 20:45:11+00:00, aw to our and for helping those affected by the and working with the volunteers in this warms my heart have safe journey 
"5️⃣2️⃣ 🟠 M 5.2, 06/02 20:37 (UTC), depth 10 Km, Turkey.Source: GFZ/Potsdam,   ",2023-02-06 20:45:14+00:00, utc depth km turkey source gfz potsdam 
why does no one talk about my country   ,2023-02-06 20:45:16+00:00,why does no one talk about my country 
   @ Pilates4you Studio ,2023-02-06 20:45:31+00:00, pilates you studio 
"🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻Prayers For Turkey, Syria and LebanonMay Allah Protect them 🙏🏻💔    ",2023-02-06 20:45:32+00:00, prayers for turkey syria and lebanonmay allah protect them 
"Anyone who reads this, we need help. Medicine,money, diaper... U can use AFAD Usd and euro accounts for donations. People are dying by hypothermia   ",2023-02-06 20:45:39+00:00,anyone who reads this we need help medicine money diaper can use afad usd and euro accounts for donations people are dying by hypothermia 
"May Allah bless them all, the children and their families 🙏  ",2023-02-06 20:45:41+00:00,may allah bless them all the children and their families 
Infographic showing today's earthquake hotspots on Turkey-Syria border ,2023-02-06 20:45:48+00:00,infographic showing today earthquake hotspots on turkey syria border 
       May God have mercy on the dead and give strength to their families and friends  ,2023-02-06 20:45:50+00:00, may god have mercy on the dead and give strength to their families and friends 
A little girl sent her doll to help the earthquake. 🙏🏻🤍 Pray for Türkiye.       ,2023-02-06 20:45:53+00:00, little girl sent her doll to help the earthquake pray for türkiye 
Ya Allahim be with all🙏   ,2023-02-06 20:45:53+00:00,ya allahim be with all 
"Our hearts go out to the people of Turkiye who have been affected by the recent earthquake.City Square Pizza will donate $1 to the earthquake relief efforts for every order placed this week, and will also match every additional dollar donated.  ",2023-02-06 20:45:54+00:00,our hearts go out to the people of turkiye who have been affected by the recent earthquake city square pizza will donate to the earthquake relief efforts for every order placed this week and will also match every additional dollar donated 
  guncelmis ,2023-02-06 20:45:59+00:00, guncelmis 
Amin Amin Amin 🇹🇷🤲      ,2023-02-06 20:46:02+00:00,amin amin amin 
"PM  on Monday expressed deep shock at the casualties of people in a devastating  in   &amp;  that killed over 2,600 people.👉      ",2023-02-06 20:46:07+00:00,pm on monday expressed deep shock at the casualties of people in devastating in amp that killed over people 
"  authorities say over 2,300 people have died from a devastating earthquake near the border with  bringing the overall death toll in both countries to more than 3,400   ",2023-02-06 20:46:07+00:00, authorities say over people have died from devastating earthquake near the border with bringing the overall death toll in both countries to more than 
Our  search and rescue team is already on its way to  to help those most affected by horrible  Sretan put!,2023-02-06 20:46:07+00:00,our search and rescue team is already on its way to to help those most affected by horrible sretan put 
NATIONAL FROZEN YOGURT DAY – NATIONAL LAME DUCK DAY – NATIONAL CHOPSTICKS DAY – RECLAIM SOCIAL DAY – PAY A COMPLIMENT DAYIt's a good day to eat some Frozen Yogurt!      ,2023-02-06 20:46:12+00:00,national frozen yogurt day national lame duck day national chopsticks day reclaim social day pay compliment dayit good day to eat some frozen yogurt 
And here come the Pakistanis !!!    ,2023-02-06 20:46:20+00:00,and here come the pakistanis 
"Our Executive Director, Mr. Halil Demir, gives his thoughts on the recent earthquake disaster in  🇹🇷 . Give  to victims by going to:   ",2023-02-06 20:46:40+00:00,our executive director mr halil demir gives his thoughts on the recent earthquake disaster in give to victims by going to 
Prayers for  and  😢🙏🏻  ,2023-02-06 20:46:43+00:00,prayers for and 
"TÜRKİYE NEEDS YOUR HELP!Türkiye has been struck by massive earthquakes.  Keeping everyone in the area in our thoughts, please help us raise funds to help those affected.  partner for earthquake relief is   Donation Link: ",2023-02-06 20:46:46+00:00,türki ye needs your help türkiye has been struck by massive earthquakes keeping everyone in the area in our thoughts please help us raise funds to help those affected partner for earthquake relief is donation link 
Deepest condolences and prayers for the people or Turkiye 🇹🇷 and Syria 🇸🇾  May Allah protect us all. Ameen 🥺        ,2023-02-06 20:46:52+00:00,deepest condolences and prayers for the people or turkiye and syria may allah protect us all ameen 
A specialized contigent for humanitarian interventions from Kosovo military is leaving for  to respond to the devastating earthquake!Happy that we’re able to stand by our friend in such dire times!  🇽🇰🇹🇷 ,2023-02-06 20:46:54+00:00, specialized contigent for humanitarian interventions from kosovo military is leaving for to respond to the devastating earthquake happy that we re able to stand by our friend in such dire times 
"Untitled, ... Turkey earthquake     ",2023-02-06 20:46:59+00:00,untitled turkey earthquake 
"Many of you will know I called Turkey home for 3 years not all that long ago, so I want to take a moment to express that I'm thinking of everyone in the nation after the recent devastating earthquake, especially those affected in the southeast. 🇹🇷❤️",2023-02-06 20:47:10+00:00,many of you will know called turkey home for years not all that long ago so want to take moment to express that thinking of everyone in the nation after the recent devastating earthquake especially those affected in the southeast 
    the name of free accommodation and hotels for people affected by the earthquake are available on this site. please support by sharing!,2023-02-06 20:47:27+00:00, the name of free accommodation and hotels for people affected by the earthquake are available on this site please support by sharing 
Help provide relief to those affected by the earthquakes. Donate today:           ,2023-02-06 20:47:31+00:00,help provide relief to those affected by the earthquakes donate today 
"Sooner or later there will be a ~M 7.5  in this region (N.E India, Nepal, Bhutan, Bangladesh, China). ",2023-02-06 20:47:31+00:00,sooner or later there will be in this region india nepal bhutan bangladesh china 
"Pray for  ,  and  .  is out of controll. Even a small help makes the situation better .     ",2023-02-06 20:47:36+00:00,pray for and is out of controll even small help makes the situation better 
 My friends in the earthquake area say there is no internet connection. communication  not possible. they need help please be persistent with your offer.   ,2023-02-06 20:47:37+00:00, my friends in the earthquake area say there is no internet connection communication not possible they need help please be persistent with your offer 
"Pakistan is sending the Army Search and Rescue team to Turkey, with a C-130 transport plane and 15 tons of relief material     ",2023-02-06 20:47:44+00:00,pakistan is sending the army search and rescue team to turkey with transport plane and tons of relief material 
Hatay ,2023-02-06 20:47:45+00:00,hatay 
  There is an English option at the top right of the site. ,2023-02-06 20:47:45+00:00, there is an english option at the top right of the site 
 God bless Turkey ,2023-02-06 20:47:49+00:00, god bless turkey 
"Turkey has declared a fourth level alert state. The ""level 4"" alarm condition includes an international call for help.   ",2023-02-06 20:47:53+00:00,turkey has declared fourth level alert state the level alarm condition includes an international call for help 
"At least 1,541 people have been reported killed in Turkey, according to Vice President Fuat Oktay, and 9,733 people were reported injured in the quakes that destroyed dome 3,471 buildings.   ",2023-02-06 20:47:56+00:00,at least people have been reported killed in turkey according to vice president fuat oktay and people were reported injured in the quakes that destroyed dome buildings 
May God be with you all🙏,2023-02-06 20:48:00+00:00,may god be with you all 
Please say a little prayer for my sisters safety and the safety of all the people living through hell in turkey at the moment. We are shit scared ,2023-02-06 20:48:00+00:00,please say little prayer for my sisters safety and the safety of all the people living through hell in turkey at the moment we are shit scared 
"We are all citizens of the same world and we have to take care of each other. My country was with everyone before, today many countries are with us. Please help, we welcome your donations. 🇹🇷🙏  ",2023-02-06 20:48:06+00:00,we are all citizens of the same world and we have to take care of each other my country was with everyone before today many countries are with us please help we welcome your donations 
"BREAKING: More than 3,400 people have died from the devastating earthquake in Turkey near the border with Syria.  Rescue efforts were still underway across both countries through the night and into Tuesday.Source -AP ",2023-02-06 20:48:09+00:00,breaking more than people have died from the devastating earthquake in turkey near the border with syria rescue efforts were still underway across both countries through the night and into tuesday source ap 
Passing this message along from my friend in Turkey:Links to the organizations below:Polen Ekoloji: H.A.R.K: Instagram -  ,2023-02-06 20:48:15+00:00,passing this message along from my friend in turkey links to the organizations below polen ekoloji instagram 
Worst earthquake in almost a 100 years! Thousands injured. Horrific!  ,2023-02-06 20:48:15+00:00,worst earthquake in almost years thousands injured horrific 
Pakistan Nation express deep sorrow for all  affecters in Turkey  and Syria due to heavy losses by  earthquake and pray for their recovery snd prosperity! ,2023-02-06 20:48:19+00:00,pakistan nation express deep sorrow for all affecters in turkey and syria due to heavy losses by earthquake and pray for their recovery snd prosperity 
Our solidarity with the people of  🙏🤲,2023-02-06 20:48:21+00:00,our solidarity with the people of 
PLEASE HELP TO SHARE &amp; DONATE TO TURKEY AND SYRIA   TURKEY- AKUT - Red Crescent - AHBAP SYRIA- Molham - SAMS - AFH  ,2023-02-06 20:48:27+00:00,please help to share amp donate to turkey and syria turkey akut red crescent ahbap syria molham sams afh 
Christian Atsu of the Black Stars is allegedly missing following the earthquake in Turkey.Read Full Newss;    ,2023-02-06 20:48:32+00:00,christian atsu of the black stars is allegedly missing following the earthquake in turkey read full newss 
Hatay ,2023-02-06 20:48:33+00:00,hatay 
Whoever would like to help Turkey can donate through the trusted organizations below. ,2023-02-06 20:48:45+00:00,whoever would like to help turkey can donate through the trusted organizations below 
"PM  on Monday expressed deep shock at the casualties of people in a devastating  in   &amp;  that killed over 2,600 people.👉      ",2023-02-06 20:48:53+00:00,pm on monday expressed deep shock at the casualties of people in devastating in amp that killed over people 
" Already Around 2,000 people lost their lives, many more under rubble, Hundreds of thousands are severely affected..this is a tragic catastrophe 😰😥    🇹🇷  ",2023-02-06 20:48:55+00:00, already around people lost their lives many more under rubble hundreds of thousands are severely affected this is tragic catastrophe 
We don't need fraternity of religion. We just need this kind of helping hand.  Thanks Israel.    ,2023-02-06 20:48:58+00:00,we don need fraternity of religion we just need this kind of helping hand thanks israel 
The definition of nightmare.  ,2023-02-06 20:49:03+00:00,the definition of nightmare 
 God bless and protect everyone in Turkey &amp; Syria 🤲🏻🙏🏼❤️‍🩹,2023-02-06 20:49:06+00:00, god bless and protect everyone in turkey amp syria 
Pray for TURKEY 🤲🏼😔,2023-02-06 20:49:13+00:00,pray for turkey 
 more than 50 innocent lives were taken away by gov't forces yesterday and this guy sent his condolences for the people of   If This didn't tel you wht you need to know abt this guy i don't know wht will. እኔ ላንተ አፈርኩ። 🙆‍♂️🤦‍♂️,2023-02-06 20:49:18+00:00, more than innocent lives were taken away by gov forces yesterday and this guy sent his condolences for the people of if this didn tel you wht you need to know abt this guy don know wht will እኔ ላንተ አፈርኩ 
Video of buildings collapsing due to earthquakes. ,2023-02-06 20:49:24+00:00,video of buildings collapsing due to earthquakes 
My thoughts are with the people of Turkey and Syria affected by this devastating earthquake.,2023-02-06 20:49:27+00:00,my thoughts are with the people of turkey and syria affected by this devastating earthquake 
"Lebanese family living in Antakya, Turkey is missing. Their family is asking anyone who knows anything to please call the local police   ",2023-02-06 20:49:27+00:00,lebanese family living in antakya turkey is missing their family is asking anyone who knows anything to please call the local police 
"(OSV news) A powerful earthquake struck Turkey and Syria in the early morning hours of Feb. 6, killing thousands and leaving thousands more wounded. Updates Story: More stories and news at    ",2023-02-06 20:49:31+00:00, osv news powerful earthquake struck turkey and syria in the early morning hours of feb killing thousands and leaving thousands more wounded updates story more stories and news at 
prayers to the people of Turkiye 🙏   😔,2023-02-06 20:49:36+00:00,prayers to the people of turkiye 
I Hope that the countries of the World will contribute to rescusing the stranded and providing relief to the afflicted in Syria and Turkey as a result of the strong earthquake that struck AT dawn today 😞💔🙏🙏,2023-02-06 20:49:38+00:00, hope that the countries of the world will contribute to rescusing the stranded and providing relief to the afflicted in syria and turkey as result of the strong earthquake that struck at dawn today 
 insin,2023-02-06 20:49:45+00:00, insin
My heart goes out to all the people affected by the    The level of destruction makes it look like a war zone. It's really awful and heart breaking. Praying for all and especially for people who are still not being accounted for.,2023-02-06 20:49:45+00:00,my heart goes out to all the people affected by the the level of destruction makes it look like war zone it really awful and heart breaking praying for all and especially for people who are still not being accounted for 
These pictures 😭😭In Turkey everyone trying to help.. Even Dogs.. 👉 2172+ Killed &amp; 8999+ injured. Oh! Almighty 🤲🤲              ,2023-02-06 20:49:48+00:00,these pictures in turkey everyone trying to help even dogs killed amp injured oh almighty 
"  If you want to make financial aid to the State of Turkey, the website of the official aid organization is attached.",2023-02-06 20:49:54+00:00, if you want to make financial aid to the state of turkey the website of the official aid organization is attached 
    Pakistan need you Murshad 🥺🇵🇰💔 ,2023-02-06 20:49:56+00:00, pakistan need you murshad 
"WE'RE GOING. 🇮🇱 🛩️ 🠮 🇹🇷Preparing to scramble relief team:  IDF is “honored to extend a hand to our friends in Turkey. The scale of this earthquake is one of the largest we’ve seen since Haiti."" |  ",2023-02-06 20:50:00+00:00,we are going preparing to scramble relief team idf is honored to extend hand to our friends in turkey the scale of this earthquake is one of the largest we ve seen since haiti 
HATAY     ,2023-02-06 20:50:15+00:00,hatay 
Breaking News Pray for Christian Atsu. He has been found but injured &amp; sent to hospital.   ,2023-02-06 20:50:16+00:00,breaking news pray for christian atsu he has been found but injured amp sent to hospital 
"Deprem!23:38 - Gaziantep - 5,3  ",2023-02-06 20:50:19+00:00,deprem gaziantep 
"Ghanaian player, Christian Atsu who was on the 9th floor of one of the collapsed buildings of the  earthquake with 9 other players and 2 officials has been rescued and is now hospitalized says his teammate.    ",2023-02-06 20:50:19+00:00,ghanaian player christian atsu who was on the th floor of one of the collapsed buildings of the earthquake with other players and officials has been rescued and is now hospitalized says his teammate 
 HATAY         ,2023-02-06 20:50:28+00:00, hatay 
📌  📌Follow  and  📌Do your donations to 📌Put pressure on Turkish state to send rescue teams and humanitarian needs to affected areas ,2023-02-06 20:50:32+00:00, follow and do your donations to put pressure on turkish state to send rescue teams and humanitarian needs to affected areas 
"In Antep, as rescue workers search for survivors in one building, another collapses   God help 🙏🥺😭 ",2023-02-06 20:50:35+00:00,in antep as rescue workers search for survivors in one building another collapses god help 
" as someone who ACTUALLY had health scares and lost someone to a ""life-threatening"" disease this was literally bat ish crazy to concoct for a storyline.  a slap in the face to all those who battle autoimmune disorders.    ",2023-02-06 20:50:37+00:00, as someone who actually had health scares and lost someone to life threatening disease this was literally bat ish crazy to concoct for storyline slap in the face to all those who battle autoimmune disorders 
People are in need 🙏🏻         ,2023-02-06 20:50:37+00:00,people are in need 
"This is the time to show how much we love  &amp;  . Please find who needs donations for  victims. Share it, post it &amp; if you can, go &amp; help them. Things are terrible. Powerful 7.8  expected to have killed 10,000 people in that region.",2023-02-06 20:50:39+00:00,this is the time to show how much we love amp please find who needs donations for victims share it post it amp if you can go amp help them things are terrible powerful expected to have killed people in that region 
A legit fund that i vouch for created to collect global aid via crypto donations   ,2023-02-06 20:50:51+00:00, legit fund that vouch for created to collect global aid via crypto donations 
During Gujarat Earthquake Muslim countries like  and others sent aid to India which included blankets &amp; Kits. VHP &amp; RSS were distributing that relief material ‘ forced Muslim earthquake victims in villages to say Hindu religious slogans to get the relief.,2023-02-06 20:51:02+00:00,during gujarat earthquake muslim countries like and others sent aid to india which included blankets amp kits vhp amp rss were distributing that relief material forced muslim earthquake victims in villages to say hindu religious slogans to get the relief 
"Your dead children are cold, mather. Concrete blanket is too cold.   ",2023-02-06 20:51:02+00:00,your dead children are cold mather concrete blanket is too cold 
 तुर्की में आये इस भयानक ज़लज़ले से भारी तबाही हुई😢🇹🇷Scenes of destruction after the terrible earthquake in Turkey and Syria. May Allah subhanahu wa ta'ala have mercy on the condition of the Muslim Ummah. Amen   ,2023-02-06 20:51:10+00:00, त र क म आय इस भय नक ज लज ल स भ र तब ह ह ई scenes of destruction after the terrible earthquake in turkey and syria may allah subhanahu wa ta ala have mercy on the condition of the muslim ummah amen 
"Dear Friends, THIS IS AN INTERNATIONAL CALL FOR HELP Turkey has declared fourth level alert state.For those of you around the world reading this message. Our people need your help under the rubble of the earthquake.     ",2023-02-06 20:51:11+00:00,dear friends this is an international call for help turkey has declared fourth level alert state for those of you around the world reading this message our people need your help under the rubble of the earthquake 
 hocam acill !!!!     ,2023-02-06 20:51:14+00:00, hocam acill 
YAYIN !!!!!!       ,2023-02-06 20:51:27+00:00,yayin 
Ya Allah save this ummah 💔 Pray For Turkey and Syria People              ,2023-02-06 20:51:32+00:00,ya allah save this ummah pray for turkey and syria people 
Please Help Turkey!      ,2023-02-06 20:51:34+00:00,please help turkey 
"Pray For Turkey &amp; Syria Pray for Humanity😭A huge 7.8 magnitude earthquake has struck  was felt across Syria,Jordan and other locations.Currently:Death toll crosses 2300,thousands of houses are destroyed.   ",2023-02-06 20:51:38+00:00,pray for turkey amp syria pray for humanity huge magnitude earthquake has struck was felt across syria jordan and other locations currently death toll crosses thousands of houses are destroyed 
Noticias desde el Santuario de Ernesto en     News from   they are safe and helping!,2023-02-06 20:51:38+00:00,noticias desde el santuario de ernesto en news from they are safe and helping 
" /  Disaster and Emergency Management Authority AFAD: “Teams have been directed to wherever there is collapse.  But it's a very big area, frankly."" ",2023-02-06 20:51:40+00:00, disaster and emergency management authority afad teams have been directed to wherever there is collapse but it very big area frankly 
"🚨In Turkey, strange behavior was observed in birds just before the earthquake.👀   ",2023-02-06 20:51:41+00:00, in turkey strange behavior was observed in birds just before the earthquake 
President Biden called President Erdogan and conveyed his condolences over the   ,2023-02-06 20:51:50+00:00,president biden called president erdogan and conveyed his condolences over the 
sending all my condolences to everyone that has lost their loved ones and I hope all Turkish people stay safe and healthy 🤍   ,2023-02-06 20:51:52+00:00,sending all my condolences to everyone that has lost their loved ones and hope all turkish people stay safe and healthy 
Heartfelt    ,2023-02-06 20:51:53+00:00,heartfelt 
I'm Calling To The Whole World 🌎. Help Turkey 🇨🇳🥺🙏   ,2023-02-06 20:51:56+00:00, calling to the whole world help turkey 
My heart goes out to the great people of Turkey on the massive intensity earthquake that hit their country.May the Almighty grant them ease and comfort to those who’ve lost loved ones.Wallahi these pictures and videos coming live from the disaster 💔,2023-02-06 20:52:03+00:00,my heart goes out to the great people of turkey on the massive intensity earthquake that hit their country may the almighty grant them ease and comfort to those who ve lost loved ones wallahi these pictures and videos coming live from the disaster 
🔔 ( M5.0 occurred 26 km NW of  ( 14 min ago (local time 23:38:10). More info at:📱🌐🖥 ,2023-02-06 20:52:06+00:00, occurred km nw of min ago local time smile more info at 
